IDENTIFIER,Entrez Gene,,,,,,,,,,,,,,,,,,,,,
SCAF8,22828,,,,,,,,,,,,,,,,,,,,,
CDK2AP2,10263,,,,,,,,,,,,,,,,,,,,,
PPIP5K2,23262,,,,,,,,,,,,,,,,,,,,,
TLN1,7094,,,,,,,,,,,,,,,,,,,,,
FBXO11,80204,,,,,,,,,,,,,,,,,,,,,
CDH3,1001,,,,,,,,,,,,,,,,,,,,,
C11orf49,79096,,,,,,,,,,,,,,,,,,,,,
DRAP1,10589,,,,,,,,,,,,,,,,,,,,,
HDDC2,51020,,,,,,,,,,,,,,,,,,,,,
HDDC2,51020,,,,,,,,,,,,,,,,,,,,,
DCTN6,10671,,,,,,,,,,,,,,,,,,,,,
FAM50A,9130,,,,,,,,,,,,,,,,,,,,,
ARHGEF9,23229,,,,,,,,,,,,,,,,,,,,,
ARHGEF9,23229,,,,,,,,,,,,,,,,,,,,,
MAP2K4,6416,,,,,,,,,,,,,,,,,,,,,
MAP2K4,6416,,,,,,,,,,,,,,,,,,,,,
DRG2,1819,,,,,,,,,,,,,,,,,,,,,
DRG2,1819,,,,,,,,,,,,,,,,,,,,,
NSMAF,8439,,,,,,,,,,,,,,,,,,,,,
DTYMK,1841,,,,,,,,,,,,,,,,,,,,,
UNC119,9094,,,,,,,,,,,,,,,,,,,,,
TUSC2,11334,,,,,,,,,,,,,,,,,,,,,
TUSC2,11334,,,,,,,,,,,,,,,,,,,,,
F8A3,8263,474383,474384,,,,,,,,,,,,,,,,,,,
IRF2,3660,,,,,,,,,,,,,,,,,,,,,
LMNB1,4001,,,,,,,,,,,,,,,,,,,,,
DFFA,1676,,,,,,,,,,,,,,,,,,,,,
PHF21A,51317,,,,,,,,,,,,,,,,,,,,,
EDEM1,9695,,,,,,,,,,,,,,,,,,,,,
SAFB2,9667,,,,,,,,,,,,,,,,,,,,,
MIR5193,7318,100847079,,,,,,,,,,,,,,,,,,,,
GBE1,2632,,,,,,,,,,,,,,,,,,,,,
HS2ST1,9653,,,,,,,,,,,,,,,,,,,,,
HS2ST1,9653,,,,,,,,,,,,,,,,,,,,,
HS2ST1,9653,,,,,,,,,,,,,,,,,,,,,
RNF44,22838,,,,,,,,,,,,,,,,,,,,,
LAD1,3898,,,,,,,,,,,,,,,,,,,,,
KIAA0355,9710,,,,,,,,,,,,,,,,,,,,,
NPRL3,8131,,,,,,,,,,,,,,,,,,,,,
HLA-DQA1,3117,,,,,,,,,,,,,,,,,,,,,
CNOT4,4850,,,,,,,,,,,,,,,,,,,,,
VPS11,55823,,,,,,,,,,,,,,,,,,,,,
LMAN1,3998,,,,,,,,,,,,,,,,,,,,,
LMAN1,3998,,,,,,,,,,,,,,,,,,,,,
ATP1A2,477,,,,,,,,,,,,,,,,,,,,,
ATP1A2,477,,,,,,,,,,,,,,,,,,,,,
JARID2,3720,,,,,,,,,,,,,,,,,,,,,
JARID2,3720,,,,,,,,,,,,,,,,,,,,,
AP1S2,8905,,,,,,,,,,,,,,,,,,,,,
AP1S2,8905,,,,,,,,,,,,,,,,,,,,,
DMTF1,9988,,,,,,,,,,,,,,,,,,,,,
DCK,1633,,,,,,,,,,,,,,,,,,,,,
DYNLT3,6990,,,,,,,,,,,,,,,,,,,,,
BAMBI,25805,,,,,,,,,,,,,,,,,,,,,
F13A1,2162,,,,,,,,,,,,,,,,,,,,,
SLC35A1,10559,,,,,,,,,,,,,,,,,,,,,
GNL1,2794,,,,,,,,,,,,,,,,,,,,,
HPS1,3257,,,,,,,,,,,,,,,,,,,,,
HPS1,3257,,,,,,,,,,,,,,,,,,,,,
STXBP3,6814,,,,,,,,,,,,,,,,,,,,,
ARF6,382,,,,,,,,,,,,,,,,,,,,,
ARF6,382,,,,,,,,,,,,,,,,,,,,,
TGIF1,7050,,,,,,,,,,,,,,,,,,,,,
GTPBP6,8225,,,,,,,,,,,,,,,,,,,,,
NCK2,8440,,,,,,,,,,,,,,,,,,,,,
SNRPE,6635,,,,,,,,,,,,,,,,,,,,,
PSD4,23550,,,,,,,,,,,,,,,,,,,,,
ZNF148,7707,,,,,,,,,,,,,,,,,,,,,
ZNF148,7707,,,,,,,,,,,,,,,,,,,,,
SH2B3,10019,,,,,,,,,,,,,,,,,,,,,
ADNP2,22850,,,,,,,,,,,,,,,,,,,,,
ADNP2,22850,,,,,,,,,,,,,,,,,,,,,
CAV2,858,,,,,,,,,,,,,,,,,,,,,
CAV2,858,,,,,,,,,,,,,,,,,,,,,
COL5A1,1289,,,,,,,,,,,,,,,,,,,,,
M76729,---,,,,,,,,,,,,,,,,,,,,,
IDE,3416,,,,,,,,,,,,,,,,,,,,,
IDE,3416,,,,,,,,,,,,,,,,,,,,,
PTPRM,5797,,,,,,,,,,,,,,,,,,,,,
STX5,6811,,,,,,,,,,,,,,,,,,,,,
INPP5D,3635,,,,,,,,,,,,,,,,,,,,,
INPP5D,3635,,,,,,,,,,,,,,,,,,,,,
KIFAP3,22920,,,,,,,,,,,,,,,,,,,,,
DHX8,1659,,,,,,,,,,,,,,,,,,,,,
PHYH,5264,,,,,,,,,,,,,,,,,,,,,
ITGB1BP1,9270,,,,,,,,,,,,,,,,,,,,,
ITGB1BP1,9270,,,,,,,,,,,,,,,,,,,,,
PPP2R5E,5529,,,,,,,,,,,,,,,,,,,,,
SLC25A12,8604,,,,,,,,,,,,,,,,,,,,,
SLC25A12,8604,,,,,,,,,,,,,,,,,,,,,
CEBPZ,10153,,,,,,,,,,,,,,,,,,,,,
TIMM17B,10245,,,,,,,,,,,,,,,,,,,,,
UGDH,7358,,,,,,,,,,,,,,,,,,,,,
RBBP8,5932,,,,,,,,,,,,,,,,,,,,,
MTF2,22823,,,,,,,,,,,,,,,,,,,,,
MTF2,22823,,,,,,,,,,,,,,,,,,,,,
MTF2,22823,,,,,,,,,,,,,,,,,,,,,
ETV5,2119,,,,,,,,,,,,,,,,,,,,,
ETV5,2119,,,,,,,,,,,,,,,,,,,,,
AP1G1,164,,,,,,,,,,,,,,,,,,,,,
ORC4,5000,,,,,,,,,,,,,,,,,,,,,
ORC4,5000,,,,,,,,,,,,,,,,,,,,,
MBD1,4152,,,,,,,,,,,,,,,,,,,,,
PSD3,23362,,,,,,,,,,,,,,,,,,,,,
PSD3,23362,,,,,,,,,,,,,,,,,,,,,
CAPN7,23473,,,,,,,,,,,,,,,,,,,,,
CAPN7,23473,,,,,,,,,,,,,,,,,,,,,
EZH2,2146,,,,,,,,,,,,,,,,,,,,,
GJA9-MYCBP,26292,100527950,,,,,,,,,,,,,,,,,,,,
GJA9-MYCBP,26292,81025,100527950,,,,,,,,,,,,,,,,,,,
GJA9-MYCBP,26292,100527950,,,,,,,,,,,,,,,,,,,,
MAD2L1,4085,,,,,,,,,,,,,,,,,,,,,
ATG13,9776,,,,,,,,,,,,,,,,,,,,,
ATG13,9776,,,,,,,,,,,,,,,,,,,,,
MMP15,4324,,,,,,,,,,,,,,,,,,,,,
POLG,5428,,,,,,,,,,,,,,,,,,,,,
DUSP14,11072,,,,,,,,,,,,,,,,,,,,,
CRELD1,78987,,,,,,,,,,,,,,,,,,,,,
PDLIM7,9260,,,,,,,,,,,,,,,,,,,,,
PDLIM7,9260,,,,,,,,,,,,,,,,,,,,,
NDUFB3,4709,,,,,,,,,,,,,,,,,,,,,
SOCS2,8835,,,,,,,,,,,,,,,,,,,,,
SOCS2,8835,,,,,,,,,,,,,,,,,,,,,
TPP2,7174,,,,,,,,,,,,,,,,,,,,,
TPP2,7174,,,,,,,,,,,,,,,,,,,,,
CDC40,51362,,,,,,,,,,,,,,,,,,,,,
CDC40,51362,,,,,,,,,,,,,,,,,,,,,
PCF11,51585,,,,,,,,,,,,,,,,,,,,,
RPS6KA1,6195,,,,,,,,,,,,,,,,,,,,,
SRSF5,6430,,,,,,,,,,,,,,,,,,,,,
APOE,348,,,,,,,,,,,,,,,,,,,,,
APOE,348,,,,,,,,,,,,,,,,,,,,,
GOLGA1,2800,,,,,,,,,,,,,,,,,,,,,
GOLGA1,2800,,,,,,,,,,,,,,,,,,,,,
DGKA,1606,,,,,,,,,,,,,,,,,,,,,
TBC1D4,9882,,,,,,,,,,,,,,,,,,,,,
TBC1D4,9882,,,,,,,,,,,,,,,,,,,,,
ARRB2,409,,,,,,,,,,,,,,,,,,,,,
KIF3C,3797,,,,,,,,,,,,,,,,,,,,,
KIF3C,3797,,,,,,,,,,,,,,,,,,,,,
FKBP2,2286,,,,,,,,,,,,,,,,,,,,,
CTBP1,1487,,,,,,,,,,,,,,,,,,,,,
HES1,3280,,,,,,,,,,,,,,,,,,,,,
HES1,3280,,,,,,,,,,,,,,,,,,,,,
HES1,3280,,,,,,,,,,,,,,,,,,,,,
PSMA4,5685,,,,,,,,,,,,,,,,,,,,,
GALNT3,2591,,,,,,,,,,,,,,,,,,,,,
GALNT3,2591,,,,,,,,,,,,,,,,,,,,,
PSG11,5671,,,,,,,,,,,,,,,,,,,,,
TF,7018,,,,,,,,,,,,,,,,,,,,,
PRPS2,5634,,,,,,,,,,,,,,,,,,,,,
KCNAB2,8514,,,,,,,,,,,,,,,,,,,,,
RNF6,6049,,,,,,,,,,,,,,,,,,,,,
ARMCX2,9823,,,,,,,,,,,,,,,,,,,,,
PSMG1,8624,,,,,,,,,,,,,,,,,,,,,
MFAP1,4236,,,,,,,,,,,,,,,,,,,,,
PPL,5493,,,,,,,,,,,,,,,,,,,,,
SATB1,6304,,,,,,,,,,,,,,,,,,,,,
DDB2,1643,,,,,,,,,,,,,,,,,,,,,
AP3M2,10947,,,,,,,,,,,,,,,,,,,,,
LMNA,4000,,,,,,,,,,,,,,,,,,,,,
LZTR1,8216,,,,,,,,,,,,,,,,,,,,,
NELL2,4753,,,,,,,,,,,,,,,,,,,,,
MMD,23531,,,,,,,,,,,,,,,,,,,,,
PDCD6,10016,,,,,,,,,,,,,,,,,,,,,
CD53,963,,,,,,,,,,,,,,,,,,,,,
MFAP2,4237,,,,,,,,,,,,,,,,,,,,,
CCNA2,890,,,,,,,,,,,,,,,,,,,,,
KMT2B,9757,,,,,,,,,,,,,,,,,,,,,
FAM8A1,51439,,,,,,,,,,,,,,,,,,,,,
TP53I11,9537,,,,,,,,,,,,,,,,,,,,,
POLD1,5424,,,,,,,,,,,,,,,,,,,,,
RBP1,5947,,,,,,,,,,,,,,,,,,,,,
IGFBP5,3488,,,,,,,,,,,,,,,,,,,,,
IGFBP5,3488,,,,,,,,,,,,,,,,,,,,,
IGFBP5,3488,,,,,,,,,,,,,,,,,,,,,
ASF1A,25842,,,,,,,,,,,,,,,,,,,,,
ASF1A,25842,,,,,,,,,,,,,,,,,,,,,
SUCO,51430,,,,,,,,,,,,,,,,,,,,,
HEBP2,23593,,,,,,,,,,,,,,,,,,,,,
ARHGAP32,9743,,,,,,,,,,,,,,,,,,,,,
TMPO,7112,,,,,,,,,,,,,,,,,,,,,
ST20-MTHFS,10588,100528021,,,,,,,,,,,,,,,,,,,,
MME,4311,,,,,,,,,,,,,,,,,,,,,
MME,4311,,,,,,,,,,,,,,,,,,,,,
RPP30,10556,,,,,,,,,,,,,,,,,,,,,
TMEM11,8834,,,,,,,,,,,,,,,,,,,,,
STC2,8614,,,,,,,,,,,,,,,,,,,,,
STC2,8614,,,,,,,,,,,,,,,,,,,,,
CDH2,1000,,,,,,,,,,,,,,,,,,,,,
CDH2,1000,,,,,,,,,,,,,,,,,,,,,
EML3,256364,,,,,,,,,,,,,,,,,,,,,
EML3,256364,,,,,,,,,,,,,,,,,,,,,
MTA2,9219,,,,,,,,,,,,,,,,,,,,,
CTDSP2,10106,,,,,,,,,,,,,,,,,,,,,
OCRL,4952,,,,,,,,,,,,,,,,,,,,,
PSMD5,5711,,,,,,,,,,,,,,,,,,,,,
TERF1,7013,,,,,,,,,,,,,,,,,,,,,
TERF1,7013,,,,,,,,,,,,,,,,,,,,,
CBY1,25776,,,,,,,,,,,,,,,,,,,,,
LDB1,8861,,,,,,,,,,,,,,,,,,,,,
B3GAT3,26229,,,,,,,,,,,,,,,,,,,,,
SCNN1A,6337,,,,,,,,,,,,,,,,,,,,,
ATOX1,475,,,,,,,,,,,,,,,,,,,,,
SAT1,6303,,,,,,,,,,,,,,,,,,,,,
PRAF2,11230,,,,,,,,,,,,,,,,,,,,,
STX7,8417,,,,,,,,,,,,,,,,,,,,,
SPR,6697,,,,,,,,,,,,,,,,,,,,,
VPS16,64601,,,,,,,,,,,,,,,,,,,,,
PSEN1,5663,,,,,,,,,,,,,,,,,,,,,
CHD2,1106,100507217,,,,,,,,,,,,,,,,,,,,
EIF3B,8662,,,,,,,,,,,,,,,,,,,,,
EPN2-IT1,22905,79999,100874309,,,,,,,,,,,,,,,,,,,
EPN2-IT1,22905,79999,100874309,,,,,,,,,,,,,,,,,,,
MRPL19,9801,,,,,,,,,,,,,,,,,,,,,
MPV17,4358,,,,,,,,,,,,,,,,,,,,,
PMM1,5372,,,,,,,,,,,,,,,,,,,,,
CDK10,8558,,,,,,,,,,,,,,,,,,,,,
CDK10,8558,,,,,,,,,,,,,,,,,,,,,
PLEK,5341,,,,,,,,,,,,,,,,,,,,,
PLEK,5341,,,,,,,,,,,,,,,,,,,,,
SLCO2B1,11309,,,,,,,,,,,,,,,,,,,,,
SLCO2B1,11309,,,,,,,,,,,,,,,,,,,,,
IQGAP2,10788,,,,,,,,,,,,,,,,,,,,,
CYP19A1,1588,,,,,,,,,,,,,,,,,,,,,
TPBG,7162,,,,,,,,,,,,,,,,,,,,,
COL15A1,1306,,,,,,,,,,,,,,,,,,,,,
NDUFC1,4717,,,,,,,,,,,,,,,,,,,,,
OTUD4,54726,,,,,,,,,,,,,,,,,,,,,
OTUD4,54726,,,,,,,,,,,,,,,,,,,,,
SLF2,55719,,,,,,,,,,,,,,,,,,,,,
SLF2,55719,,,,,,,,,,,,,,,,,,,,,
SEMA4G,57715,,,,,,,,,,,,,,,,,,,,,
SEC61G,23480,,,,,,,,,,,,,,,,,,,,,
RTN1,6252,,,,,,,,,,,,,,,,,,,,,
ARMC8,25852,,,,,,,,,,,,,,,,,,,,,
ARMC8,25852,,,,,,,,,,,,,,,,,,,,,
ADGRL1,22859,,,,,,,,,,,,,,,,,,,,,
SIVA1,10572,,,,,,,,,,,,,,,,,,,,,
ELF4,2000,,,,,,,,,,,,,,,,,,,,,
CEP57,9702,,,,,,,,,,,,,,,,,,,,,
CEP57,9702,,,,,,,,,,,,,,,,,,,,,
CEP57,9702,,,,,,,,,,,,,,,,,,,,,
CEP57,9702,,,,,,,,,,,,,,,,,,,,,
LRRC14,9684,,,,,,,,,,,,,,,,,,,,,
MED1,5469,,,,,,,,,,,,,,,,,,,,,
MED1,5469,,,,,,,,,,,,,,,,,,,,,
RCAN2,10231,,,,,,,,,,,,,,,,,,,,,
EPHA2,1969,,,,,,,,,,,,,,,,,,,,,
GCDH,2639,,,,,,,,,,,,,,,,,,,,,
CPQ,10404,,,,,,,,,,,,,,,,,,,,,
BPGM,669,,,,,,,,,,,,,,,,,,,,,
PEX14,5195,,,,,,,,,,,,,,,,,,,,,
ABCA1,19,,,,,,,,,,,,,,,,,,,,,
ABCA1,19,,,,,,,,,,,,,,,,,,,,,
MED12,9968,,,,,,,,,,,,,,,,,,,,,
LOC101928634,968,26781,,,,,,,,,,,,,,,,,,,,
TNFRSF1B,7133,,,,,,,,,,,,,,,,,,,,,
SORL1,6653,,,,,,,,,,,,,,,,,,,,,
MET,4233,,,,,,,,,,,,,,,,,,,,,
TRAPPC3,27095,,,,,,,,,,,,,,,,,,,,,
TRAPPC3,27095,,,,,,,,,,,,,,,,,,,,,
SPG11,80208,,,,,,,,,,,,,,,,,,,,,
MAP3K3,4215,,,,,,,,,,,,,,,,,,,,,
PMVK,10654,,,,,,,,,,,,,,,,,,,,,
SNTA1,6640,,,,,,,,,,,,,,,,,,,,,
MTX2,10651,,,,,,,,,,,,,,,,,,,,,
LYST,1130,,,,,,,,,,,,,,,,,,,,,
UPF2,26019,,,,,,,,,,,,,,,,,,,,,
ZNF318,24149,,,,,,,,,,,,,,,,,,,,,
ZNF318,24149,,,,,,,,,,,,,,,,,,,,,
CCS,9973,,,,,,,,,,,,,,,,,,,,,
LSP1,4046,,,,,,,,,,,,,,,,,,,,,
MPST,4357,,,,,,,,,,,,,,,,,,,,,
APC,324,,,,,,,,,,,,,,,,,,,,,
APC,324,,,,,,,,,,,,,,,,,,,,,
APC,324,,,,,,,,,,,,,,,,,,,,,
SEMA4D,10507,,,,,,,,,,,,,,,,,,,,,
PPP6C,5537,,,,,,,,,,,,,,,,,,,,,
STX4,6810,,,,,,,,,,,,,,,,,,,,,
CUL5,8065,,,,,,,,,,,,,,,,,,,,,
CUL5,8065,,,,,,,,,,,,,,,,,,,,,
CUL5,8065,,,,,,,,,,,,,,,,,,,,,
LSM1,27257,,,,,,,,,,,,,,,,,,,,,
S100A9,6280,,,,,,,,,,,,,,,,,,,,,
CIAO1,9391,,,,,,,,,,,,,,,,,,,,,
PRPSAP2,5636,,,,,,,,,,,,,,,,,,,,,
CAMLG,819,,,,,,,,,,,,,,,,,,,,,
GFAP,---,,,,,,,,,,,,,,,,,,,,,
GFAP,2670,,,,,,,,,,,,,,,,,,,,,
KLF9,687,,,,,,,,,,,,,,,,,,,,,
KLF9,687,,,,,,,,,,,,,,,,,,,,,
KLF9,687,,,,,,,,,,,,,,,,,,,,,
STAM,8027,,,,,,,,,,,,,,,,,,,,,
ALG8,79053,,,,,,,,,,,,,,,,,,,,,
IPO13,9670,,,,,,,,,,,,,,,,,,,,,
CD4,920,,,,,,,,,,,,,,,,,,,,,
LPL,4023,,,,,,,,,,,,,,,,,,,,,
LPL,4023,,,,,,,,,,,,,,,,,,,,,
FAM189B,10712,,,,,,,,,,,,,,,,,,,,,
COX11,1353,,,,,,,,,,,,,,,,,,,,,
MAP4K5,11183,,,,,,,,,,,,,,,,,,,,,
MAP4K5,11183,,,,,,,,,,,,,,,,,,,,,
PTTG1,9232,,,,,,,,,,,,,,,,,,,,,
PTPN18,26469,,,,,,,,,,,,,,,,,,,,,
ZHX2,22882,,,,,,,,,,,,,,,,,,,,,
PCBD1,5092,,,,,,,,,,,,,,,,,,,,,
CUL7,9820,,,,,,,,,,,,,,,,,,,,,
AOC1,26,,,,,,,,,,,,,,,,,,,,,
GGH,8836,,,,,,,,,,,,,,,,,,,,,
FCGR2A,2212,,,,,,,,,,,,,,,,,,,,,
FEZ1,9638,,,,,,,,,,,,,,,,,,,,,
AFAP1,60312,,,,,,,,,,,,,,,,,,,,,
FANCG,2189,,,,,,,,,,,,,,,,,,,,,
MNAT1,4331,,,,,,,,,,,,,,,,,,,,,
AGL,178,,,,,,,,,,,,,,,,,,,,,
TRIM38,10475,,,,,,,,,,,,,,,,,,,,,
TRIM38,10475,,,,,,,,,,,,,,,,,,,,,
OFD1,8481,,,,,,,,,,,,,,,,,,,,,
LOXL1,4016,,,,,,,,,,,,,,,,,,,,,
ADIRF,10974,,,,,,,,,,,,,,,,,,,,,
TAF6,6878,,,,,,,,,,,,,,,,,,,,,
RABGGTA,5875,,,,,,,,,,,,,,,,,,,,,
NFIL3,4783,,,,,,,,,,,,,,,,,,,,,
CSNK2A2,1459,,,,,,,,,,,,,,,,,,,,,
BCAT2,587,,,,,,,,,,,,,,,,,,,,,
GTF2H4,2968,,,,,,,,,,,,,,,,,,,,,
SLC7A6,9057,,,,,,,,,,,,,,,,,,,,,
SLC7A6,9057,,,,,,,,,,,,,,,,,,,,,
SLC7A6,9057,,,,,,,,,,,,,,,,,,,,,
SPHAR,5867,10638,,,,,,,,,,,,,,,,,,,,
SPHAR,5867,10638,,,,,,,,,,,,,,,,,,,,
UNC50,25972,,,,,,,,,,,,,,,,,,,,,
EMC2,9694,,,,,,,,,,,,,,,,,,,,,
ZNF185,7739,,,,,,,,,,,,,,,,,,,,,
ARL4D,379,,,,,,,,,,,,,,,,,,,,,
ARL4D,379,,,,,,,,,,,,,,,,,,,,,
TFDP2,7029,,,,,,,,,,,,,,,,,,,,,
TFDP2,7029,,,,,,,,,,,,,,,,,,,,,
DYNC1LI2,1783,,,,,,,,,,,,,,,,,,,,,
CSF3R,1441,,,,,,,,,,,,,,,,,,,,,
FSTL3,10272,,,,,,,,,,,,,,,,,,,,,
CD2AP,23607,,,,,,,,,,,,,,,,,,,,,
RTCA,8634,,,,,,,,,,,,,,,,,,,,,
IFIT5,24138,,,,,,,,,,,,,,,,,,,,,
IFIT5,24138,,,,,,,,,,,,,,,,,,,,,
WBP4,11193,,,,,,,,,,,,,,,,,,,,,
WBP4,11193,,,,,,,,,,,,,,,,,,,,,
WBP4,11193,,,,,,,,,,,,,,,,,,,,,
FAM193A,8603,,,,,,,,,,,,,,,,,,,,,
ZBTB17,7709,,,,,,,,,,,,,,,,,,,,,
ZBTB17,7709,,,,,,,,,,,,,,,,,,,,,
ZEB2,9839,,,,,,,,,,,,,,,,,,,,,
ZNF516,9658,,,,,,,,,,,,,,,,,,,,,
SRP54,6729,,,,,,,,,,,,,,,,,,,,,
NDUFS6,4726,,,,,,,,,,,,,,,,,,,,,
INPP5F,22876,,,,,,,,,,,,,,,,,,,,,
ALDH5A1,7915,,,,,,,,,,,,,,,,,,,,,
ALDH5A1,7915,,,,,,,,,,,,,,,,,,,,,
TRIM38,10475,,,,,,,,,,,,,,,,,,,,,
TERF2,7014,,,,,,,,,,,,,,,,,,,,,
BYSL,705,,,,,,,,,,,,,,,,,,,,,
NDUFB6,4712,,,,,,,,,,,,,,,,,,,,,
ALG11,9724,,,,,,,,,,,,,,,,,,,,,
SULT1A1,6817,,,,,,,,,,,,,,,,,,,,,
POLB,5423,,,,,,,,,,,,,,,,,,,,,
ELK1,2002,,,,,,,,,,,,,,,,,,,,,
FAIM2,23017,,,,,,,,,,,,,,,,,,,,,
FAIM2,23017,,,,,,,,,,,,,,,,,,,,,
FCHSD2,9873,,,,,,,,,,,,,,,,,,,,,
NDUFB5,4711,,,,,,,,,,,,,,,,,,,,,
PNO1,56902,,,,,,,,,,,,,,,,,,,,,
PLXNA3,55558,,,,,,,,,,,,,,,,,,,,,
AKAP17A,8227,,,,,,,,,,,,,,,,,,,,,
SKP2,6502,,,,,,,,,,,,,,,,,,,,,
SKP2,6502,,,,,,,,,,,,,,,,,,,,,
IGF1R,3480,,,,,,,,,,,,,,,,,,,,,
IGF1R,3480,,,,,,,,,,,,,,,,,,,,,
COG5,10466,,,,,,,,,,,,,,,,,,,,,
COG5,10466,,,,,,,,,,,,,,,,,,,,,
GPRC5B,51704,,,,,,,,,,,,,,,,,,,,,
GPRC5B,51704,,,,,,,,,,,,,,,,,,,,,
CPT1A,1374,,,,,,,,,,,,,,,,,,,,,
CPT1A,1374,,,,,,,,,,,,,,,,,,,,,
DSCR3,10311,,,,,,,,,,,,,,,,,,,,,
MID1,4281,,,,,,,,,,,,,,,,,,,,,
MID1,4281,,,,,,,,,,,,,,,,,,,,,
FGFR2,2263,,,,,,,,,,,,,,,,,,,,,
FGFR2,2263,,,,,,,,,,,,,,,,,,,,,
MBNL2,10150,,,,,,,,,,,,,,,,,,,,,
COBLL1,22837,,,,,,,,,,,,,,,,,,,,,
COBLL1,22837,,,,,,,,,,,,,,,,,,,,,
ERF,2077,,,,,,,,,,,,,,,,,,,,,
MON1B,22879,,,,,,,,,,,,,,,,,,,,,
CD163,9332,,,,,,,,,,,,,,,,,,,,,
FDX1,2230,,,,,,,,,,,,,,,,,,,,,
FDX1,2230,,,,,,,,,,,,,,,,,,,,,
TATDN2,9797,,,,,,,,,,,,,,,,,,,,,
PLA2G2A,5320,,,,,,,,,,,,,,,,,,,,,
PROCR,10544,,,,,,,,,,,,,,,,,,,,,
ZFYVE16,9765,,,,,,,,,,,,,,,,,,,,,
MAP3K11,4296,,,,,,,,,,,,,,,,,,,,,
COIL,8161,,,,,,,,,,,,,,,,,,,,,
COIL,8161,,,,,,,,,,,,,,,,,,,,,
XRCC1,7515,,,,,,,,,,,,,,,,,,,,,
FIG4,9896,,,,,,,,,,,,,,,,,,,,,
CTSF,8722,,,,,,,,,,,,,,,,,,,,,
SLC25A20,788,,,,,,,,,,,,,,,,,,,,,
TRIM13,10206,,,,,,,,,,,,,,,,,,,,,
PCNT,5116,,,,,,,,,,,,,,,,,,,,,
TMOD1,7111,,,,,,,,,,,,,,,,,,,,,
TMOD1,7111,,,,,,,,,,,,,,,,,,,,,
COX5A,9377,,,,,,,,,,,,,,,,,,,,,
POLR2D,5433,,,,,,,,,,,,,,,,,,,,,
HMOX1,3162,,,,,,,,,,,,,,,,,,,,,
CXCL12,6387,,,,,,,,,,,,,,,,,,,,,
TBCA,6902,,,,,,,,,,,,,,,,,,,,,
MAN2C1,4123,,,,,,,,,,,,,,,,,,,,,
DGAT1,8694,,,,,,,,,,,,,,,,,,,,,
ARPC4-TTLL3,26140,100526693,,,,,,,,,,,,,,,,,,,,
TPMT,7172,,,,,,,,,,,,,,,,,,,,,
TPMT,7172,,,,,,,,,,,,,,,,,,,,,
TG,7038,,,,,,,,,,,,,,,,,,,,,
HELZ,9931,,,,,,,,,,,,,,,,,,,,,
NUCB2,4925,,,,,,,,,,,,,,,,,,,,,
GNS,2799,,,,,,,,,,,,,,,,,,,,,
TARBP2,6895,,,,,,,,,,,,,,,,,,,,,
FAN1,22909,,,,,,,,,,,,,,,,,,,,,
TMED1,11018,,,,,,,,,,,,,,,,,,,,,
PRKAR2B,5577,,,,,,,,,,,,,,,,,,,,,
IVD,3712,,,,,,,,,,,,,,,,,,,,,
IVD,3712,,,,,,,,,,,,,,,,,,,,,
VEGFB,7423,,,,,,,,,,,,,,,,,,,,,
BCL2,596,,,,,,,,,,,,,,,,,,,,,
BCL2,596,,,,,,,,,,,,,,,,,,,,,
MPG,4350,,,,,,,,,,,,,,,,,,,,,
CX3CL1,6376,,,,,,,,,,,,,,,,,,,,,
PKD2,5311,,,,,,,,,,,,,,,,,,,,,
FMR1,2332,,,,,,,,,,,,,,,,,,,,,
TUBGCP3,10426,,,,,,,,,,,,,,,,,,,,,
PI3,5266,,,,,,,,,,,,,,,,,,,,,
E2F3,1871,,,,,,,,,,,,,,,,,,,,,
E2F3,1871,,,,,,,,,,,,,,,,,,,,,
DHX16,8449,,,,,,,,,,,,,,,,,,,,,
DFNA5,1687,,,,,,,,,,,,,,,,,,,,,
RFC2,5982,,,,,,,,,,,,,,,,,,,,,
FRZB,2487,,,,,,,,,,,,,,,,,,,,,
FRZB,2487,,,,,,,,,,,,,,,,,,,,,
DIO2,1734,,,,,,,,,,,,,,,,,,,,,
DIO2,1734,,,,,,,,,,,,,,,,,,,,,
TRMT1,55621,,,,,,,,,,,,,,,,,,,,,
TTLL4,9654,,,,,,,,,,,,,,,,,,,,,
TTLL4,9654,,,,,,,,,,,,,,,,,,,,,
RREB1,6239,,,,,,,,,,,,,,,,,,,,,
FZD7,8324,,,,,,,,,,,,,,,,,,,,,
FZD7,8324,,,,,,,,,,,,,,,,,,,,,
LINC00921,10127,283876,,,,,,,,,,,,,,,,,,,,
PDE4B,5142,,,,,,,,,,,,,,,,,,,,,
PHKG2,5261,,,,,,,,,,,,,,,,,,,,,
ITPR1,3708,,,,,,,,,,,,,,,,,,,,,
HIBCH,26275,,,,,,,,,,,,,,,,,,,,,
PUM3,9933,,,,,,,,,,,,,,,,,,,,,
LLGL2,3993,,,,,,,,,,,,,,,,,,,,,
TBCE,6905,,,,,,,,,,,,,,,,,,,,,
TBCE,6905,,,,,,,,,,,,,,,,,,,,,
DPP4,1803,,,,,,,,,,,,,,,,,,,,,
DPP4,1803,,,,,,,,,,,,,,,,,,,,,
PNPLA6,10908,,,,,,,,,,,,,,,,,,,,,
ERCC1,2067,,,,,,,,,,,,,,,,,,,,,
